keywords,len
INNOVATION,1
MARKET,1
RETHINKING,1
LITIGATION,1
QUALITY,1
HOLDUP,1
LAW,1
,1
,1
Request for Continued Examination,4
After Final Rejection,3
Carbon Dioxide ElectroReduction,3
Hydrocarbon Electrooxidation,2
Obviousness,1
,1
health,1
industry,1
Intellectual Property Law,3
patents,1
,1
,1
LAW,1
,1
COMPULSORY LICENSES,2
INVENTIONS,1
SYSTEM,1
MODEL,1
Patents,1
Technological innovation,2
Industries,1
Intellectual property,2
Patent law,2
Artificial intelligent inventions,3
computer related inventions,3
entrepreneurial trend,2
management of technology,3
patent law awareness,3
smart technology,2
survey on technology institutes,4
,1
,1
,1
FDI,1
Economic growth,2
TRIPS,1
Intellectual property,2
Patent enforcement,2
Patent systems,2
INTELLECTUAL PROPERTYRIGHTS,2
FOREIGN DIRECTINVESTMENT,2
INSTRUMENTALVARIABLE ESTIMATION,2
RESEARCHANDDEVELOPMENT,1
PANELDATA,1
PROTECTION,1
US,1
PRODUCTIVITY,1
COUNTRIES,1
IMPACT,1
American Inventors Protection Act,4
Earnings,1
Innovation,1
Patent disclosure,2
RESEARCHANDDEVELOPMENT,1
INVENTORS PROTECTION ACT,3
VOLUNTARY DISCLOSURE,2
MARKET,1
INFORMATION,1
COST,1
PERFORMANCE,1
SPILLOVERS,1
INVESTMENT,1
CITATIONS,1
patent law,2
oil industry,2
materiality,1
competition,1
technology,1
innovation,1
,1
,1
INTELLECTUAL PROPERTY,2
TRADE DRESS,2
COPYRIGHT,1
PATENT,1
PROTECTION,1
CREATIVITY,1
COSTS,1
INNOVATION,1
SYSTEMS,1
NORMS,1
TRIPS Agreement,2
Indian Patents Act of 1970,5
Generic pharmaceutical manufacturers,3
Patents,1
RD,1
,1
,1
DECLARATORY JUDGMENT,2
INJURY,1
COSTS,1
LAW,1
,1
PROTECTION,1
LAW,1
,1
INDEPENDENT INVENTION,2
PATENT HOLDUP,2
PROPERTY,1
DEFENSE,1
VIEW,1
,1
PATENTS,1
INFORMATION,1
,1
RESEARCHANDDEVELOPMENT,1
PHARMACEUTICALINDUSTRY,1
RETHINKING,1
HISTAMINE,1
ECONOMICS,1
LAW,1
PRESUMPTION,1
DISCOVERY,1
BURDENS,1
RIGHTS,1
deextinction,1
ethics,1
morality exclusions,2
OncoMouse,1
patents,1
transgenic animals,2
ETHICS,1
CONSERVATION,1
PROTECTION,1
BACK,1
synthetic biology,2
patent,1
gene patent,2
biotechnology,1
Myriad,1
Venter,1
PARTS,1
STANDARDIZATION,1
PROPERTY,1
European,1
patents,1
plants,1
,1
,1
SURVIVING FICTIONS,2
COMMONLAW,1
PRESUMPTIONS,1
,1
CANCER,1
LIFE,1
,1
,1
,1
POLITICALECONOMY,1
INFORMATION,1
LAW,1
CONSTRUCTION,1
INVENTION,1
DOCTRINE,1
REALITY,1
SCOPE,1
ACT,1
,1
,1
,1
RECOGNITION,1
,1
INTELLECTUAL PROPERTY,2
COMPETITION,1
INCENTIVES,1
ACT,1
Patent trolls,2
NPEs,1
Capital structure,2
Innovation,1
Patents,1
Law and finance,3
FREE CASH FLOW,3
FINANCIAL DISTRESS,2
CORPORATE,1
COSTS,1
DEBT,1
TAXES,1
LITIGATION,1
INNOVATION,1
DETERMINANTS,1
PREDICTION,1
Patents,1
Pharmaceuticals,1
Drug Pricing,2
BayhDole,1
Government Patent Use,3
,1
Right to fair trial,4
Compulsory licence,2
COVID19,1
Pandemic,1
Status as a party,4
Right to inspect documents,4
Right to make a statement,5
Right to defence,3
Public health,2
Public authority,2
State of danger,3
Sufficient quantities of essential supplies,5
Exploitation right,2
Fundamental rights,2
,1
,1
SOCIALIZATION TACTICS,2
EXPERIENCE,1
COMMITMENT,1
CAREER,1
access to medicines,3
flexibilities,1
Nigeria,1
Pharmaceutical patents,2
public health,2
TRIPS,1
womens right to health,4
INTIMATE PARTNER VIOLENCE,3
REPRODUCTIVE HEALTH,2
CARE,1
TRIPS,1
DISEASES,1
OPTIONS,1
patent rights,2
TRIPS Agreement,2
comparative analysis,2
Iranian laws,2
European Union,2
,1
disclosure,1
analyst forecast,2
patent,1
information asymmetry,2
American Inventors Protection Act,4
RESEARCHANDDEVELOPMENT,1
CORPORATE DISCLOSURE,2
INFORMATION ASYMMETRY,2
PROPERTYRIGHTS,1
MARKET,1
INNOVATION,1
IDEAS,1
PROFITABILITY,1
COVERAGE,1
RENT,1
dynamic panel data,3
local linear estimator,3
patents,1
transition probability,2
Zipfs Law,2
ZIPFS LAW,2
CROSSSECTION,1
PANELDATA,1
EVOLUTION,1
GROWTH,1
CITY,1
GMM,1
,1
TRADE SECRETS,2
PATENT,1
COPYRIGHT,1
IGNORANCE,1
ECONOMICS,1
COSTS,1
LAW,1
,1
,1
,1
EVOLVING STANDARDS,2
PRIOR ART,2
,1
,1
Patent law,2
optimal patent design,3
patent monopoly,2
deadweight loss,2
INNOVATION,1
IMPACT,1
IMITATION,1
LENGTH,1
POLICY,1
,1
POLICY,1
STRATEGIES,1
LAW,1
Inherited risk of cancer,4
patents,1
molecular diagnostics,2
genetic testing,2
coverage and reimbursement,3
CLINICAL LABORATORIES,2
GENE PATENTS,2
INNOVATION,1
CLAIMS,1
Disclosure,1
Followon invention,2
Knowledge diffusion,2
Patent,1
CUMULATIVE INNOVATION,2
KNOWLEDGE SPILLOVERS,2
CITATIONS,1
FLOWS,1
,1
PATENTS,1
WORKER,1
OUTPUT,1
LAWS,1
ATTENDANCE,1
,1
HISTORY,1
CHANCERY,1
biotechnology patents,2
genetic tests,2
method claims,2
access to healthcare,3
DEPENDENT DNAPOLYMERASE,2
INTELLECTUAL PROPERTY,2
PERSPECTIVES,1
STANDARDS,1
VIRIONS,1
,1
INTELLECTUAL PROPERTY,2
DISCLOSURE,1
MARKET,1
RIGHTS,1
DELAY,1
LAW,1
,1
TOOLS,1
Democratic governance,2
EPO,1
UPC,1
unified patent court,3
unitary patent,2
IP,1
separation of powers,3
economic law,2
,1
,1
,1
,1
INTELLECTUAL PROPERTY,2
ASSIGNMENT,1
Information dissemination,2
American Inventors Protection Act AIPA,5
Stock price crash risk,4
Unethical behavior,2
PRODUCT MARKET COMPETITION,3
VOLUNTARY DISCLOSURE,2
EARNINGS FORECASTS,2
BADNEWS,1
CORPORATE DISCLOSURE,2
INNOVATION EVIDENCE,2
AGENCY PROBLEMS,2
SPILLOVERS,1
COMPENSATION,1
TRANSPARENCY,1
,1
,1
Intellectual property rights,3
Patent law,2
Gravity model,2
Bilateral trade,2
F14,1
F15,1
O34,1
TECHNOLOGY,1
PROTECTION,1
VARIETY,1
GRAVITY,1
RIGHTS,1
IMPACT,1
Legal breadth,2
Patent scope,2
IP culture,2
Forward citations,2
Fourth industrial revolution,3
K11,1
O23,1
MARKET VALUE,2
KNOWLEDGE DIFFUSION,2
INNOVATION EVIDENCE,2
CITATIONS,1
US,1
INCENTIVES,1
QUALITY,1
LAW,1
BREAKTHROUGH,1
DETERMINANTS,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
ARTIFICIALINTELLIGENCE,1
RATIONAL IGNORANCE,2
DECISIONMAKING,1
INNOVATION,1
SCIENCE,1
LAW,1
INFRINGEMENT,1
INFORMATION,1
TECHNOLOGY,1
Computers,1
intellectual property,2
patents,1
software,1
USA,1
LAW,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
SCIENTIFICRESEARCH,1
SCIENCE,1
NORMS,1
RETHINKING,1
COPYRIGHT,1
LIFE,1
LAW,1
abuse of market power,4
Huawei  ZTE,3
standardization,1
FRAND,1
Orange Book Standard,3
essential facilities doctrine,3
IMS Health,2
PATENT INFRINGEMENT,2
HOLDUP,1
LAW,1
employee inventions,2
awards to inventors,3
Patents Act 1977,3
patent history,2
,1
Environmental regulation,2
Green innovation,2
Chinas new environmental protection law,5
Patents application,2
IMPACT,1
COMPETITIVENESS,1
PERFORMANCE,1
DECENTRALIZATION,1
DETERMINANTS,1
PRODUCTIVITY,1
ISOMORPHISM,1
FEDERALISM,1
HYPOTHESIS,1
DYNAMICS,1
subsoil use rights,3
subsoil resources,2
patented mining claim,3
mineral extraction,2
miners license,2
,1
Election,1
Restriction,1
Divisional Patent Application,3
Solid State LithiumMetal Battery,4
,1
,1
INTELLECTUAL PROPERTY,2
NATURAL LAW,2
DEFENSE,1
WEALTH,1
Pharmaceutical patents,2
Brazilian industrial property law,4
LPI 927996,2
INPI backlog,2
Patent term extension,3
RStudio,1
BACKLOG,1
,1
FILEDRAWER PROBLEM,2
DARK DATA,2
SCIENCE,1
SYSTEM,1
CLAIMS,1
LAW,1
PUBLICATION,1
DISCLOSURE,1
DOCTRINE,1
PROPOSAL,1
protection of patent rights,4
nonjurisdictional forms,2
selfdefense,1
claim,1
warning,1
mediation,1
,1
,1
,1
,1
OWNERSHIP,1
CONTRACTS,1
ECONOMICS,1
PATENTS,1
GROWTH,1
COSTS,1
,1
PROPERTYRIGHTS,1
INTELLECTUAL PROPERTY,2
INNOVATION,1
PLANTS,1
,1
INTELLECTUAL PROPERTY,2
UNIVERSITY TECHNOLOGY,2
COMMERCIALIZATION,1
INNOVATION,1
PROTECTION,1
SOFTWARE,1
TROLLS,1
RIGHTS,1
NORMS,1
FAITH,1
,1
,1
Patent law,2
Optimal patent design,3
Patent monopoly,2
Deadweight loss,2
INNOVATION,1
LENGTH,1
POLICY,1
,1
COMPETITION,1
COURT,1
,1
POLICY,1
SYSTEM,1
,1
PATENTS,1
SCIENCE,1
GENES,1
DNA,1
ACT,1
,1
RESEARCHANDDEVELOPMENT,1
INTERNAL CONTROL DEFICIENCIES,3
SARBANESOXLEY ACT,2
ECONOMIC CONSEQUENCES,2
FINANCIAL DEVELOPMENT,2
INFORMATION,1
COMPETITION,1
PATENTS,1
COSTS,1
DARK,1
,1
PATENT,1
STANDARDS,1
PROPERTY,1
LAW,1
,1
,1
Patent analytics,2
Patent landscaping,2
IP analysis,2
Power law distributions,3
DPA,1
Ranked pareto,2
Technology trajectory,2
Landscape consolidation index,3
Metalandscape fragmentation,2
,1
intellectual property,2
university,1
commercialization,1
INTELLECTUAL PROPERTY,2
Alzheimers disease genetics,3
research tool,2
nonpracticing entity,2
patent litigation,2
patent troll reform,3
enablement,1
Authorization and Consent,3
PROPERTYRIGHTS,1
AMYLOID PLAQUES,2
TRANSGENIC MICE,2
DISEASE,1
PRECURSOR,1
NORMS,1
INDUSTRY,1
SCIENCE,1
,1
TRIPS IMPLEMENTATION,2
DEVELOPINGCOUNTRIES,1
generic drugs,2
Food and Drug Administration,4
drug access,2
regulation,1
bioequivalence,1
INVITRO,1
,1
,1
,1
,1
,1
,1
,1
BAYHDOLE ACT,2
UNIVERSITIES,1
PATENT,1
,1
,1
Trade secrets,2
Patents,1
Remedies,1
Proportionality,1
Fundamental rights,2
Public interest,2
INTELLECTUAL PROPERTY,2
COMPETITION,1
Innovation,1
Intellectual property rights,3
Patent strength,2
Patent enforcement,2
TECHNOLOGICALCHANGE,1
PATENT RIGHTS,2
PROTECTION,1
,1
PATENTLAW,1
COPYRIGHT,1
HISTORY,1
INCENTIVES,1
LITIGATION,1
QUESTIONS,1
STANDARDS,1
POLITICS,1
MYRIAD,1
LEGAL,1
Patent strategy,2
pregrant publication,2
patent secrecy,2
INVENTORS PROTECTION ACT,3
TECHNOLOGICALINNOVATION,1
MARKET,1
KNOWLEDGE,1
ACQUISITION,1
OPPOSITION,1
DISCLOSURE,1
FRAMEWORK,1
,1
BAD,1
US,1
Japan,1
patent law,2
secret prior art,3
CRISPR,1
COVID19,1
university patenting,2
startups,1
innovation,1
STEM policy,2
,1
competition law,2
human genome editing technology,4
patent pool,2
ethical license,2
exclusive license,2
technology transfer,2
,1
Violation of patent rights,4
Legal liability,2
Civil law,2
Utility models,2
,1
Assessment,1
Inventive Step,2
Determination,1
Invention,1
Patent Offices,2
,1
,1
RESEARCHANDDEVELOPMENT,1
INTELLECTUAL PROPERTY,2
KNOWLEDGE SPILLOVERS,2
MARKET,1
ALLOCATION,1
DISCLOSURE,1
INVENTORS,1
SECRETS,1
pandemic,1
innovation,1
incentives,1
patent waivers,2
intellectual property,2
TREATY,1
Gibrats law,2
knowledge size,2
hightech,1
patent,1
INNOVATION,1
right to healthcare,3
decisionmaking,1
distributive justice,2
law,1
,1
,1
,1
international economic law,3
moral rights,2
patents,1
traditional knowledge,2
TRIPS,1
INTELLECTUAL PROPERTY,2
RIGHTS,1
Knowledge diffusion,2
Patent citations,2
Information disclosure,2
Patent policy,2
Technology spillovers,2
AIPA,1
REGRESSION DISCONTINUITY DESIGNS,3
INVENTORS PROTECTION ACT,3
TECHNOLOGICAL OPPORTUNITIES,2
CUMULATIVE INNOVATION,2
ABSORPTIVECAPACITY,1
LOCAL SEARCH,2
SPILLOVERS,1
LOCALIZATION,1
CITATIONS,1
GEOGRAPHY,1
Public health,2
Law,1
Human rights,2
Vaccine,1
COVID19,1
Intellectual property law,3
Pharmaceutical patent rights,3
Right to health,3
INTELLECTUAL PROPERTY,2
LAW,1
,1
OPENSOURCE SOFTWARE,2
LONGTERM,1
PATENTLAW,1
SOCIALRESPONSIBILITY,1
ANTITRUST POLICY,2
PATH DEPENDENCE,2
CHICAGO SCHOOL,2
MARKET POWER,2
SHERMAN ACT,2
INNOVATION,1
Japanese biotechnology regulation,3
Japanese gene patenting system,4
life science and law,4
ANTICOMMONS,1
,1
,1
,1
,1
,1
TECHNOLOGY,1
PROPERTY,1
,1
SUPREMECOURT,1
FEDERAL CIRCUIT,2
JURIES,1
Employment,1
Startups,1
Patent trolls,2
NPEs,1
Venture capital,2
VENTURE,1
MARKET,1
ENTREPRENEURSHIP,1
NETWORKS,1
pharmaceutical policy,2
intellectual property rights,3
trade policy,2
NAFTA,1
free trade,2
UNIVERSAL PUBLIC COVERAGE,3
PATENTS,1
ACCESS,1
DRUGS,1
COST,1
BAD,1
PHARMACEUTICALS,1
NEOLIBERALISM,1
MEDICINES,1
BENEFITS,1
,1
PATENT,1
INNOVATION,1
LAW,1
RIGHTS,1
,1
RESEARCHANDDEVELOPMENT,1
WORLDSFAIRS,1
SPILLOVERS,1
PATENTS,1
FIRMS,1
,1
,1
drug discovery,2
grace period,2
invention disclosure,2
novelty,1
open innovation,2
patent law harmonization,3
,1
TRIPS,1
Patents,1
Length,1
Breadth,1
Disclosure,1
Continuations,1
BAYHDOLE ACT,2
CONTINUATIONS,1
POLICY,1
outer space,2
patents,1
space commercialization,2
extra terrestrial jurisdiction,3
,1
Differenceindifference,1
patent commercialization,2
patent ownership,2
technology transfer,2
university,1
BAYHDOLE ACT,2
ENTREPRENEURSHIP,1
POLICIES,1
,1
REVENUES,1
TAXATION,1
LAW,1
,1
LAW,1
PROPERTY,1
MODELS,1
REDUCTION,1
ENTITIES,1
TROLLS,1
RIGHTS,1
,1
FEDERAL CIRCUIT,2
,1
RULES,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
DYNAMICANALYSIS,1
INNOVATION,1
POLICY,1
indigenous knowledge,2
Southern Africa,2
patent law,2
benefit sharing,2
feminist studies,2
SAN LAND CLAIM,3
COMMUNITY,1
,1
,1
Patent law,2
COVID 19,2
Research Use,2
Compulsory License,2
Vaccine Nationalism,2
,1
Patent,1
Policy change,2
Litigation,1
US,1
LITIGATION,1
EBAY,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
RESEARCHANDDEVELOPMENT,1
EMPIRICALEVIDENCE,1
EXPERIMENTAL TESTS,2
CONTROLLEDTRIALS,1
EX ANTE,2
INNOVATION,1
PROTECTION,1
POLICY,1
LAW,1
,1
,1
,1
,1
Intellectual property,2
patent,1
cybercrimes,1
business performance,2
economic growth,2
OPEN INNOVATION,2
PERFORMANCE,1
IMPACT,1
,1
,1
compulsory licensing,2
patent,1
COVID19,1
,1
,1
,1
,1
ANTITRUST IMMUNITY,2
LAW,1
FEDERALISM,1
ENTITIES,1
,1
,1
humans,1
incidence,1
logistic models,2
odds ratio,2
radial artery,2
TRANSRADIAL CATHETERIZATION,2
PATENT HEMOSTASIS,2
INTERVENTION,1
ANGIOGRAPHY,1
PREVENTION,1
HEPARIN,1
PROPHET,1
Intellectual property rights,3
Patent assertion entities,3
Patent licensing,2
RD,1
Innovation,1
Sequential entry,2
ASSERTION ENTITIES,2
Intellectual property,2
standardessential patents,2
injunctive relief,2
FRAND,1
RULES,1
LAW,1
patent,1
artificial intelligence,2
inventorship,1
invention,1
inventive step,2
,1
,1
,1
,1
INTELLECTUAL PROPERTY,2
PATENT,1
LAW,1
,1
INCENTIVES,1
PSYCHOLOGY,1
PATENTS,1
LAW,1
,1
INTELLECTUAL PROPERTY,2
GENDERDIFFERENCES,1
EX ANTE,2
COPYRIGHT,1
INFORMATION,1
MARKET,1
POST,1
ANTICOMMONS,1
INNOVATION,1
SCIENCE,1
innovation risk,2
patent infringement litigation risk,4
innovation risk evaluation,3
patent risk factors,3
logistic regression,2
INDICATORS,1
LITIGATION,1
COSTS,1
,1
INTELLECTUAL PROPERTY,2
LAW,1
ECONOMICS,1
INFORMATION,1
IGNORANCE,1
HEALTH,1
,1
,1
,1
PATENT,1
COPYRIGHT,1
LAW,1
INFORMATION,1
HOLDUP,1
,1
PATENT OFFICE RECORDS,3
UNITEDSTATES,1
LAW,1
,1
RETHINKING,1
LAW,1
EQUIVALENTS,1
INVENTION,1
DOCTRINE,1
ART,1
,1
LAW,1
WHITENESS,1
CULTURE,1
PATENTS,1
Limited tax liability,3
withholding tax,2
Germany transfer pricing,3
taxation at source sale,4
transfer of intellectual property IP,5
licensing of IP,3
intellectual property,2
cost plus method,3
routine patenttrademark registration services,4
,1
,1
INTELLECTUAL PROPERTY,2
PATENT,1
CONSTRUCTION,1
,1
BAYHDOLE ACT,2
,1
MARKETSTRUCTURE,1
DISCLOSURE,1
BayhDole Act,2
Technology transfer,2
Patenting,1
Structural change,2
CHANGEPOINT,1
STRUCTURALCHANGE,1
TESTS,1
SEQUENCE,1
PARAMETER,1
BREAKS,1
,1
,1
Technological evolution,2
patent citation network,3
knowledge adaptation factor,3
knowledge genetic decomposition,3
TRAJECTORIES,1
GROWTH,1
SYSTEM,1
DESIGN,1
,1
,1
,1
INTELLECTUAL PROPERTY,2
SCIENCE,1
WOMEN,1
LAW,1
TECHNOLOGY,1
,1
INTELLECTUAL PROPERTY,2
SCIENCE,1
WOMEN,1
LAW,1
DISPARITIES,1
TECHNOLOGY,1
,1
,1
,1
STRICT LIABILITY,2
LIMITEDLIABILITY,1
FEDERAL CIRCUIT,2
SUPREMECOURT,1
COMMONLAW,1
RETHINKING,1
CERCLA,1
VEIL,1
SPECIALIZATION,1
INFRINGEMENT,1
,1
,1
,1
,1
Pharmaceutical patent,2
public health,2
COVID19 vaccines,2
compulsory licence,2
government use,2
Patents and Designs Act,4
,1
,1
,1
,1
LITIGATION,1
Patent,1
Litigation,1
Infringement,1
Prior art,2
Fee shifting,2
America Invents Act,3
ECONOMICANALYSIS,1
PRIOR ART,2
LITIGATION,1
DISPUTES,1
INFORMATION,1
SEARCH,1
Patents,1
Innovation,1
Corporate investment,2
Law and finance,3
BANKRUPTCY REFORM,2
ENFORCEMENT,1
FIRMS,1
,1
FEDERAL CIRCUIT,2
US PATENT,2
EMPIRICALASSESSMENT,1
SYSTEM,1
INFRINGEMENT,1
HOLDUP,1
POLICY,1
JURIES,1
LAW,1
,1
DISCLOSURE,1
Patents,1
Medicines,1
Vaccines,1
Right to Health,3
Human Rights,2
Social Policies,2
COVID19,1
TRIPS,1
,1
,1
WALL VIBRATIONS,2
SOUND,1
CLASSIFICATION,1
ACOUSTICS,1
PATENT,1
LAW,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
ORGANIZATIONS,1
LAW,1
MYTH,1
EVOLUTION,1
,1
,1
Patents,1
Patent enforcement,2
National patent systems index,4
Intellectual property,2
Patent system development,3
INTELLECTUAL PROPERTYRIGHTS,2
RESEARCHANDDEVELOPMENT,1
SYSTEMS,1
CHINA,1
,1
DESIGN,1
LAW,1
,1
,1
,1
PATENT,1
TEXT,1
COMPREHENSIBILITY,1
CONCRETENESS,1
NOTICE,1
CHOICE,1
RECALL,1
BIAS,1
LAW,1
crop mix,2
farm capital use,3
farm innovation,2
farm labor,2
legal Arizona workers act,4
LABOR,1
IMPACT,1
STATE,1
MECHANIZATION,1
INDUSTRIES,1
REDUCE,1
,1
JUSTICE,1
PRINGLE,1
COURT,1
,1
,1
,1
FEDERAL CIRCUIT,2
PATENT SYSTEM,2
,1
TECHNOLOGY,1
,1
LEGAL PROTECTION,2
INNOVATION,1
DESIGNS,1
TROLLS,1
START,1
,1
INTELLECTUAL PROPERTY,2
PATENT HOLDUP,2
INCENTIVES,1
FRAND,1
COMPETITION,1
LAW,1
,1
,1
,1
INTELLECTUAL PROPERTY,2
PERMANENT INJUNCTIONS,2
PATENT HOLDUP,2
CONFUSION,1
American Inventors Protection Act AIPA,5
corporate venture capital CVC,4
disclosure,1
patent,1
startup,1
INTELLECTUAL PROPERTYRIGHTS,2
INNOVATION,1
PERFORMANCE,1
IDEAS,1
BIOTECHNOLOGY,1
INVESTORS,1
ALLIANCE,1
NETWORKS,1
SHARKS,1
MARKET,1
,1
,1
chemical industry,2
technological information,2
clean air act,3
change detection,2
outlier test,2
RESEARCHANDDEVELOPMENT,1
TECHNOLOGICALCHANGE,1
PREDICTION METHODS,2
NETWORK ANALYSIS,2
ENERGY,1
INNOVATION,1
SUSTAINABILITY,1
PERFORMANCE,1
INDICATORS,1
RESOURCES,1
,1
DIFFERENCE,1
Trade secrets,2
Defend Trade Secrets Act,4
Economic Espionage Act,3
Uniform Trade Secrets Act,4
TRIPS Agreement,2
Knowhow,1
PROTECTION,1
,1
FEDERAL CIRCUIT,2
POLICY,1
COURT,1
LAW,1
SYSTEM,1
Antitrust,1
Collusion,1
Patent challenges,2
Patent settlements,2
Pharma,1
SETTLEMENT,1
Patent strategy,2
foreign patent litigation,3
patent trajectory,2
intellectual property regime,3
O31,1
O32,1
O34,1
K42,1
INNOVATION,1
KNOWLEDGE,1
SPECIALIZATION,1
TECHNOLOGY,1
MANAGEMENT,1
RESOLUTION,1
DIVERSITY,1
BEHAVIOR,1
IMPACT,1
DEPTH,1
,1
FEDERAL CIRCUIT,2
LAW,1
JURISDICTION,1
UNIFORMITY,1
JUDICIARY,1
DELAWARE,1
REFORM,1
,1
TRACEABILITY,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
PROTECTION,1
KNOWLEDGE,1
Patent,1
Computer Program,2
Indonesia,1
Comparison and Several Countries,4
,1
event study,2
welfare effects,2
reverse payment patent,3
settlement,1
payfordelay,1
patent litigation,2
EU competition law,3
antitrust enforcement,2
evaluation,1
COMPETITION LAW,2
,1
INTELLECTUAL PROPERTY,2
KNOWLEDGE SPILLOVER,2
GERMANY,1
RIGHTS,1
INNOVATION,1
GROWTH,1
MARKET,1
TRADE,1
,1
,1
Spray booth with hybrid electrical heating,6
Car body shops,3
Infringement,1
Injunction,1
Counterfeit products,2
Unfair competition,2
Invalidity,1
Lack of novelty,3
Predisclosure,1
Passing off,2
Disgorgement of profits,3
Cumulative protection,2
,1
China,1
university,1
employee inventions,2
Mixed Ownership,2
patent transformation,2
BAYHDOLE ACT,2
TECHNOLOGYTRANSFER,1
PROFESSORS,1
KNOWLEDGE,1
PROPERTY,1
,1
PATENT,1
COPYRIGHT,1
LAW,1
University patents,2
Renewal fees,2
Licensing,1
Technology transfer,2
Large entity status,3
Federal sponsorship,2
UNIVERSITY INVENTIONS,2
MARKET,1
INCENTIVES,1
INVENTORS,1
KNOWLEDGE,1
OPTIONS,1
SCIENCE,1
ACT,1
Water resources,2
waterrelated patents,2
scarcity,1
industrialization,1
,1
,1
,1
,1
EQUITY,1
RISK,1
LAW,1
SUPPLEMENTS,1
INVENTIONS,1
VEGETABLES,1
BRASSICA,1
STANDARD,1
CANCER,1
MISUSE,1
,1
INNOVATION,1
PATENTS,1
,1
,1
Patent classification,2
Inconsistencies,1
Classifiers,1
Deep learning,2
Large language models,3
IPC,1
,1
Intellectual property,2
patents on agrobiotechnology,3
plant variety protection,3
seed laws,2
subSaharan Africa,2
accumulation by dispossession,3
PLANT VARIETY PROTECTION,3
INTELLECTUAL PROPERTY,2
POLITICALECONOMY,1
SECTOR DEVELOPMENT,2
FARMERS RIGHTS,2
COTTON,1
FOOD,1
BREEDERS,1
KNOWLEDGE,1
SYSTEMS,1
,1
PRESUMPTION,1
VALIDITY,1
LAW,1
,1
,1
genetic resources,2
source disclosure,2
patent law,2
game theory,2
mandatory model,2
volun,1
tary model,2
patent applications,2
regulatory bodies,2
cost benefit perspective,3
INFORMATION,1
Strategic patenting,2
legitimacy,1
liabilities,1
patent publication,2
China,1
RESEARCHANDDEVELOPMENT,1
ORGANIZATIONAL LEGITIMACY,2
EMPIRICALEVIDENCE,1
FINANCIAL PERFORMANCE,2
FIRMS PUBLISH,2
RECENT SURGE,2
INNOVATION,1
TECHNOLOGY,1
MARKET,1
INDUSTRY,1
Australian Register of Therapeutic Goods,5
Federal Court of Australia,4
Patent Term Extension,3
Pharmaceutical Substance,2
Therapeutic Goods Administration,3
,1
Patents,1
Technological innovation,2
Entrepreneurship,1
Intellectual property,2
Technology transfer,2
Commercialization,1
Education,1
Academic promotion AP,3
intellectual property rights,3
entrepreneurial universities,2
patents,1
technology transfer,2
technology transfer offices TTOs,4
university industry links,3
TECHNOLOGYTRANSFER OFFICES,2
INTELLECTUAL PROPERTYRIGHTS,2
RESOURCEBASED VIEW,2
BAYHDOLE ACT,2
ACADEMIC ENTREPRENEURSHIP,2
INDUSTRY COLLABORATION,2
ECONOMICDEVELOPMENT,1
QUADRUPLE HELIX,2
INNOVATION,1
KNOWLEDGE,1
,1
SUPREMECOURT,1
DEFERENCE,1
PATENTS,1
MYRIAD,1
RULES,1
,1
UNITEDSTATES,1
PRICECOMPETITION,1
INNOVATION ACT,2
BIOSIMILARS,1
INCENTIVES,1
CHALLENGE,1
KNOWLEDGE,1
Right to repair,3
Patent infringement,2
Exhaustion,1
Unified Patent Court,3
Physical and intellectual property,4
Implied licence,2
,1
Bundesverfassungsgericht,1
German Federal Constitutional Court,4
European integration,2
EU law,2
international law,2
satellite treaties,2
Unitary Patent,2
Unified Patent Court,3
Treaties Supplementing or Being Otherwise Closely Tied to the EU,10
enhanced cooperation,2
,1
,1
BIOTECHNOLOGY,1
UTILITY,1
MARKET,1
,1
,1
,1
ANTICOMPETITIVESETTLEMENT,1
PATENT SETTLEMENTS,2
GENERIC ENTRY,2
DRUGS,1
PRESCRIPTION,1
EXCLUSIVITY,1
INCENTIVES,1
STANDARDS,1
ACT,1
Prizes,1
Patents,1
Innovation,1
INDUSTRIALREVOLUTION,1
INNOVATION,1
INCENTIVES,1
BRITAIN,1
,1
LOGIT,1
OFFICE,1
,1
ECONOMICS,1
LAW,1
Global energy interconnection,3
Collaborative innovation,2
Standard essential patent,3
Ownership,1
INDUSTRY COLLABORATION,2
,1
DNA PATENTS,2
PROVISION,1
MYRIAD,1
,1
SUBJECTMATTER,1
PATENTLAW,1
European patent law,3
Patent claim construction,3
Doctrine of equivalents,3
Actavis v,2
Eli Lilly,2
Harmonisation,1
Judicial cooperation and dialogue,4
COURT,1
DOCTRINE,1
LAW,1
,1
PATENT,1
,1
NOTICE FAILURE,2
FAIRUSE,1
COPYRIGHT,1
SERVITUDES,1
LAW,1
POSSESSION,1
RESTRICTIONS,1
INFORMATION,1
CUSTOM,1
PATENT,1
Scalefree,1
Patent litigation,2
Complex network,2
Shannon entropy,2
EMPIRICALANALYSIS,1
STATISTICS,1
TROLLS,1
patents,1
innovation,1
research,1
INTELLECTUAL PROPERTYRIGHTS,2
SEQUENTIAL INNOVATION,2
BIOMEDICALRESEARCH,1
MARKET,1
LAW,1
